연번,시군명,업체명,소재지,사육업종,등록 또는 허가여부,데이터기준일자,매칭_상호,매칭_카테고리,매칭_지번주소,매칭_도로명주소,위도,경도
1390,김제시,삼수농장,전북특별자치도 김제시 상동동 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1391,김제시,준상농장,전북특별자치도 김제시 상동동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1392,김제시,박용만농장,전북특별자치도 김제시 백학동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1393,김제시,민희농장,전북특별자치도 김제시 백학동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1394,김제시,검산농장,전북특별자치도 김제시 백학동 ***번지 *호  ,한우,등록 ,2025-05-15,승연농장,"협회,단체>농업",전북특별자치도 김제시 검산동 1128 105호,전북특별자치도 김제시 풍요로 25 105호,35.8035209,126.9085388
1395,김제시,민아농장,전북특별자치도 김제시 백학동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1396,김제시,백학농장,전북특별자치도 김제시 백학동 *번지  ,한우,등록 ,2025-05-15,남매농원,"시설,건물>농공시설",전북특별자치도 김제시 백학동 산48-5,전북특별자치도 김제시 대덕길 40-17,35.8119257,126.9359465
1397,김제시,민지농장,전북특별자치도 김제시 백학동 **번지  ,한우,등록 ,2025-05-15,,,,,,
1398,김제시,상욱농장,전북특별자치도 김제시 백학동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1399,김제시,삼수농장,"전북특별자치도 김제시 상동동 ***번지 *호 (***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
1400,김제시,백마농장,전북특별자치도 김제시 상동동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1401,김제시,준농장,전북특별자치도 김제시 백학동 **번지  ,한우,등록 ,2025-05-15,,,,,,
1402,김제시,종기농장,전북특별자치도 김제시 검산동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1403,김제시,새마을농장,전북특별자치도 김제시 상동동 ***번지  ,한우,허가,2025-05-15,,,,,,
1404,김제시,해남농장,전북특별자치도 김제시 상동동 **번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1405,김제시,하동농장,전북특별자치도 김제시 검산동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1406,김제시,민서농장,전북특별자치도 김제시 백학동 **번지  ,한우,등록 ,2025-05-15,,,,,,
1407,김제시,호민농장,전북특별자치도 김제시 상동동 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1408,김제시,수종농장,전북특별자치도 김제시 검산동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1409,김제시,금송제2농장,전북특별자치도 김제시 순동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1410,김제시,광진농장,"전북특별자치도 김제시 상동동 ***번지 (***-*, ***-*, ***-**) ",한우,허가,2025-05-15,,,,,,
1411,김제시,금순농장,전북특별자치도 김제시 상동동 ***번지  ,한우,허가,2025-05-15,,,,,,
1412,김제시,아름농장,전북특별자치도 김제시 순동 ***번지  ,한우,허가,2025-05-15,아름농장,"시설,건물>농공시설",전북특별자치도 김제시 용지면 장신리 504-83,전북특별자치도 김제시 용지면 장신1길 91,35.8597143,126.9867882
1413,김제시,덕산농장,"전북특별자치도 김제시 백학동 **번지 (**-*, **-**) ",한우,허가,2025-05-15,,,,,,
1414,김제시,은혜농장,전북특별자치도 김제시 백학동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1415,김제시,윤농장,"전북특별자치도 김제시 백학동 ***번지 *호 (***, ***-*) ",한우,허가,2025-05-15,,,,,,
1416,김제시,태호농장,전북특별자치도 김제시 검산동 *번지  ,한우,등록 ,2025-05-15,,,,,,
1417,김제시,대리농장,전북특별자치도 김제시 순동 **번지  ,한우,허가,2025-05-15,,,,,,
1418,김제시,아미농장,"전북특별자치도 김제시 입석동 ***번지 *호 (***-**, ***-**) ",돼지,허가,2025-05-15,,,,,,
1419,김제시,정태농장,전북특별자치도 김제시 복죽동 ***번지 *호  ,돼지,등록 ,2025-05-15,,,,,,
1420,김제시,정성농장,전북특별자치도 김제시 입석동 ***번지 *호 /***-* ,돼지,허가,2025-05-15,,,,,,
1421,김제시,농원축산,전북특별자치도 김제시 입석동 ***번지 **호  ,돼지,등록 ,2025-05-15,,,,,,
1422,김제시,진가농장,전북특별자치도 김제시 장화동 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
1423,김제시,영근농장,전북특별자치도 김제시 연정동 ***번지 *호  ,돼지,등록 ,2025-05-15,,,,,,
1424,김제시,글로리아,전북특별자치도 김제시 입석동 ***번지 *호  ,돼지,허가,2025-05-15,글로리아 혼수백화점,"침구,커튼>침구류,직물",전북특별자치도 김제시 요촌동 373-31,전북특별자치도 김제시 남북로 228,35.8042339,126.8843135
1425,김제시,진가농장,전북특별자치도 김제시 입석동 ***번지  ,돼지,등록 ,2025-05-15,,,,,,
1426,김제시,점식농장,전북특별자치도 김제시 입석동 ***번지  ,돼지,등록 ,2025-05-15,,,,,,
1427,김제시,신덕농장,전북특별자치도 김제시 신덕동 *번지 *호  ,돼지,등록 ,2025-05-15,월촌,"시설,건물>농공시설",전북특별자치도 김제시 입석동 306-1,전북특별자치도 김제시 벽골제로 766,35.7790619,126.8706222
1428,김제시,함순례농장,전북특별자치도 김제시 입석동 ***번지 *호  ,돼지,등록 ,2025-05-15,,,,,,
1429,김제시,봉석축산,전북특별자치도 김제시 연정동 ***번지 *호 (***-*) ,돼지,등록 ,2025-05-15,,,,,,
1430,김제시,마서운농장,전북특별자치도 김제시 입석동 ***번지  ,돼지,등록 ,2025-05-15,,,,,,
1431,김제시,운암농장,전북특별자치도 김제시 입석동 ***번지 *호  ,염소,등록 ,2025-05-15,,,,,,
1432,김제시,후초암농장,전북특별자치도 김제시 갈공동 ***번지 *호  ,육계,등록 ,2025-05-15,후초암농장,"쇼핑,유통>닭",전북특별자치도 김제시 서암동 303-3,전북특별자치도 김제시 금만로 7,35.8042699,126.8758605
1433,김제시,성남목장,"전북특별자치도 김제시 장화동 ***번지 *호 (***-*, ***-*) ",젖소,허가,2025-05-15,,,,,,
1434,김제시,똘똘이농장,전북특별자치도 김제시 제월동 ***번지 *호  ,종계/산란계,등록 ,2025-05-15,,,,,,
1435,김제시,준영농장,"전북특별자치도 김제시 연정동 ***번지 *호 (***-*, ***, ***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
1436,김제시,성진농장,전북특별자치도 김제시 입석동 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
1437,김제시,별장농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1438,김제시,화초구농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1439,김제시,세원농장,전북특별자치도 김제시 월봉동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1440,김제시,성호농장,전북특별자치도 김제시 입석동 *번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1441,김제시,초록농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1442,김제시,대진농장,"전북특별자치도 김제시 입석동 ***번지 **호 (***-**, ***-***) ",한우,허가,2025-05-15,,,,,,
1443,김제시,월봉농장,전북특별자치도 김제시 신월동 ***번지  ,한우,허가,2025-05-15,야곱의 꿈 농장,농업>채소재배,전북특별자치도 김제시 월봉동 551-1 야곱의꿈농장,전북특별자치도 김제시 월산2길 96-7 야곱의꿈농장,35.7696147,126.8705487
1444,김제시,믿음영농조합법인,    ,한우,허가,2025-05-15,,,,,,
1445,김제시,호람이농장,전북특별자치도 김제시 입석동 **번지 **호  ,한우,허가,2025-05-15,,,,,,
1446,김제시,에벤에셀농장,전북특별자치도 김제시 신덕동 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
1447,김제시,조호농장,"전북특별자치도 김제시 연정동 ***번지 *호 (***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
1448,김제시,봉월농장,전북특별자치도 김제시 월봉동 ***번지 *호 ***-* ,한우,허가,2025-05-15,,,,,,
1449,김제시,김은희농장,전북특별자치도 김제시 입석동 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
1450,김제시,이조농장,전북특별자치도 김제시 월봉동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1451,김제시,인석농장,"전북특별자치도 김제시 입석동 **번지 (**-*, **-*, **-**) ",한우,허가,2025-05-15,,,,,,
1452,김제시,호 농장,전북특별자치도 김제시 신덕동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1453,김제시,월봉농장,전북특별자치도 김제시 월봉동 ***번지 *호  ,한우,허가,2025-05-15,야곱의 꿈 농장,농업>채소재배,전북특별자치도 김제시 월봉동 551-1 야곱의꿈농장,전북특별자치도 김제시 월산2길 96-7 야곱의꿈농장,35.7696147,126.8705487
1454,김제시,대운농장,전북특별자치도 김제시 연정동 ***번지  ,한우,허가,2025-05-15,,,,,,
1455,김제시,진성농장,전북특별자치도 김제시 월봉동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1456,김제시,에벤에셀농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1457,김제시,야곱농장,"전북특별자치도 김제시 신월동 **번지 *호 , ** ",한우,허가,2025-05-15,야곱농장,"쇼핑,유통>유기농산물",전북특별자치도 김제시 신월동 63,전북특별자치도 김제시 월산8길 183,35.7627774,126.8904829
1458,김제시,하나농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1459,김제시,부자축산,전북특별자치도 김제시 신월동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1460,김제시,무지개농장,전북특별자치도 김제시 월봉동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1461,김제시,믿음한우영농조합법인,전북특별자치도 김제시 신덕동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1462,김제시,믿음한우영농조합법인,전북특별자치도 김제시 신덕동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1463,김제시,믿음한우영농조합법인,전북특별자치도 김제시 신덕동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1464,김제시,믿음한우영농조합법인,전북특별자치도 김제시 신덕동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1465,김제시,입석농장,전북특별자치도 김제시 입석동 ***번지  ,한우,등록 ,2025-05-15,입석농장,농업>과실재배,전북특별자치도 김제시 입석동 651-2,전북특별자치도 김제시,35.779523,126.8670533
1466,김제시,형제목장,전북특별자치도 김제시 연정동 ***번지  ,한우,허가,2025-05-15,,,,,,
1467,김제시,바울농장,전북특별자치도 김제시 입석동 ***번지  ,한우,허가,2025-05-15,바울농장,"시설,건물>농공시설",전북특별자치도 김제시 백구면 반월리 646-1,전북특별자치도 김제시 백구면,35.8863186,126.9618368
1468,김제시,용지황토한우영농조합법인,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1469,김제시,영지농장,전북특별자치도 김제시 입석동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1470,김제시,남도축산,전북특별자치도 김제시 복죽동 **번지  ,한우,허가,2025-05-15,남도축산,"서비스,산업>축산업",전북특별자치도 김제시 복죽동 72,전북특별자치도 김제시 범득골길 187-122,35.8116441,126.8619874
1471,김제시,남도축산2,전북특별자치도 김제시 복죽동 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1472,김제시,무너미농장,전북특별자치도 김제시 신덕동 ***번지 *호 외*필지 ,한우,등록 ,2025-05-15,,,,,,
1473,김제시,입석농장,전북특별자치도 김제시 입석동 ***번지  ,한우,등록 ,2025-05-15,입석농장,농업>과실재배,전북특별자치도 김제시 입석동 651-2,전북특별자치도 김제시,35.779523,126.8670533
1474,김제시,돌두농장,전북특별자치도 김제시 입석동 **번지  ,한우,허가,2025-05-15,,,,,,
1475,김제시,동두농장2,전북특별자치도 김제시 입석동 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1476,김제시,동우농장,전북특별자치도 김제시 입석동 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1477,김제시,드림농장,전북특별자치도 김제시 신덕동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1478,김제시,행복한농장,전북특별자치도 김제시 입석동 **번지 **호 (**-**) ,한우,허가,2025-05-15,행복한농장,"축산업>가금류,조류사육",전북특별자치도 김제시 용지면 장신리 354-17,전북특별자치도 김제시 용지면 금백로 1016-1,35.8598699,126.9922331
1479,김제시,주탁농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1480,김제시,월산농장,전북특별자치도 김제시 월봉동 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1481,김제시,보람농장,전북특별자치도 김제시 제월동 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1482,김제시,우리농장,전북특별자치도 김제시 신월동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1483,김제시,정은한우,전북특별자치도 김제시 월봉동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1484,김제시,군욱농장,전북특별자치도 김제시 갈공동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1485,김제시,후신농장,전북특별자치도 김제시 연정동 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1486,김제시,두환농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1487,김제시,봉석농장,전북특별자치도 김제시 제월동 **번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1488,김제시,서원농장,"전북특별자치도 김제시 신월동 ***번지 *호 ,***-*,***-* ",한우,등록 ,2025-05-15,,,,,,
1489,김제시,영천농장,전북특별자치도 김제시 신덕동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1490,김제시,평원농장,전북특별자치도 김제시 명덕동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1491,김제시,쇠도리농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1492,김제시,현숙농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1493,김제시,창래농장,전북특별자치도 김제시 장화동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1494,김제시,낙원농장,전북특별자치도 김제시 옥산동 ***번지  ,한우,등록 ,2025-05-15,낙원농장,"시설,건물>농공시설",전북특별자치도 김제시 백구면 부용리 579-38,,35.883898,126.9529695
1495,김제시,야곱의꿈농장,전북특별자치도 김제시 월봉동 ***번지 *호  ,한우,허가,2025-05-15,야곱의 꿈 농장,농업>채소재배,전북특별자치도 김제시 월봉동 551-1 야곱의꿈농장,전북특별자치도 김제시 월산2길 96-7 야곱의꿈농장,35.7696147,126.8705487
1496,김제시,송삼농장2,전북특별자치도 김제시 월봉동 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
1497,김제시,축복의집,전북특별자치도 김제시 입석동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1498,김제시,상록농장,전북특별자치도 김제시 연정동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1499,김제시,정원농장,전북특별자치도 김제시 연정동 ***번지 (***-**) ,한우,허가,2025-05-15,,,,,,
1500,김제시,정진농장,전북특별자치도 김제시 복죽동 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1501,김제시,경제농장,전북특별자치도 김제시 연정동 ***번지 *호 /***-* ,한우,허가,2025-05-15,,,,,,
